"タイトル","説明","品物番号","定価","note",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　直管形蛍光灯FLR40形2灯器具相当　FLR40形2灯・4000 lm（節電）","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・4000 lmタイプ・昼白色<br>Ra83<br>注）適合調光器をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4400ENP DZ9","28100","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　直管形蛍光灯FLR40形2灯器具相当　FLR40形2灯","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>高演色タイプ・4000 lmタイプ・昼白色・調光<br>Ra95<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4400WNZ LA9","29100","",
"40形　ライトバー　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>電磁波低減タイプ・5200 lmタイプ・昼白色・非調光<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NNL4500CNT LE9","34100","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・5200 lmタイプ・昼白色<br>Ra83<br>注）適合調光器をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4500ENT DZ9","31600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）・調色調光タイプ　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（調色）　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>アレンジ調色タイプ・5200 lmタイプ<br>Ra83<br>調色範囲：昼白色（5000K）～電球色（2700K）<br>注）アレンジ調色専用コントローラ（別売）と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4500EXJ DK9","39600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・省エネタイプ・5200 lmタイプ・昼白色<br>Ra83<br>注）適合調光器をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4500HNP DZ9","35600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形定格出力型2灯器具相当／Hf蛍光灯63形定格出力型1灯器具相当　Hf32形定格出力型2灯／Hf63形定格出力型・5200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>高演色タイプ・5200 lmタイプ・昼白色・調光<br>Ra95<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4500WNZ LR9","32600","",
"40形　ライトバー　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>電磁波低減タイプ・6900 lmタイプ・昼白色・非調光<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NNL4600CNT LE9","41100","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・6900 lmタイプ・昼白色<br>Ra83<br>注）適合調光器をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4600ENT DZ9","35600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）・調色調光タイプ　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（調色）　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>アレンジ調色タイプ・6900 lmタイプ<br>Ra83<br>調色範囲：昼白色（5000K）～電球色（2700K）<br>注）アレンジ調色専用コントローラ（別売）と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4600EXJ DK9","43100","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（調色）　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：無線通信920MHz帯（WiLIA）<br>WiLIA無線調光・6900 lmタイプ<br>Ra83<br>調光範囲（約5％～100％）<br>調色範囲：昼白色（5000K）～電球色（2700K）<br>注）WiLIA無線調光専用コントローラと組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4600EXJ RK9","44600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　LiBecoM（リベコム）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（調色）　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>アレンジ調色タイプ・6900 lmタイプ<br>Ra83<br>調光範囲（約5％～100％）<br>調色範囲：昼白色（5000K）～電球色（2700K）<br>注）適合コントローラ（別売）と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4600EXJ RM9","44600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・省エネタイプ・6900 lmタイプ・昼白色<br>Ra83<br>注）適合調光器をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4600HNT DZ9","39600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型2灯器具相当　Hf32形高出力型2灯・6900 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>高演色タイプ・6900 lmタイプ・昼白色・調光<br>Ra95<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNL4600WNZ LR9","36600","",
"40形　ライトバー　Hf蛍光灯32形高出力型3灯器具相当／Hf蛍光灯63形定格出力型2灯器具相当　Hf蛍光灯32形高出力型3灯／Hf蛍光灯63形定格出力型2灯・10000 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>一般タイプ・10000 lmタイプ・昼白色<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NEL4000EN LE9","45600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型3灯器具相当／Hf蛍光灯63形定格出力型2灯器具相当　Hf蛍光灯32形高出力型3灯／Hf蛍光灯63形定格出力型2灯・10000 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>一般タイプ・10000 lmタイプ・昼白色<br>Ra83<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4000EN LR9","48600","",
"40形　ライトバー　Hf蛍光灯32形高出力型3灯器具相当／Hf蛍光灯63形定格出力型2灯器具相当　Hf蛍光灯32形高出力型3灯／Hf蛍光灯63形定格出力型2灯・10000 lm","LED（温白色）　<br>色温度：3500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>一般タイプ・10000 lmタイプ・温白色<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NEL4000EV LE9","45600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型3灯器具相当／Hf蛍光灯63形定格出力型2灯器具相当　Hf蛍光灯32形高出力型3灯／Hf蛍光灯63形定格出力型2灯・10000 lm","LED（温白色）　<br>色温度：3500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>一般タイプ・10000 lmタイプ・温白色<br>Ra83<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4000EV LR9","48600","",
"40形　ライトバー　Hf蛍光灯32形高出力型3灯器具相当／Hf蛍光灯63形定格出力型2灯器具相当　Hf蛍光灯32形高出力型3灯／Hf蛍光灯63形定格出力型2灯・10000 lm","LED（白色）　<br>色温度：4000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>一般タイプ・10000 lmタイプ・白色<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NEL4000EW LE9","45600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型3灯器具相当／Hf蛍光灯63形定格出力型2灯器具相当　Hf蛍光灯32形高出力型3灯／Hf蛍光灯63形定格出力型2灯・10000 lm","LED（白色）　<br>色温度：4000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約5～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>一般タイプ・10000 lmタイプ・白色<br>Ra83<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4000EW LR9","48600","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　直管形蛍光灯FLR40形1灯器具相当　FLR40形・2000 lm（節電）","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・2000 lmタイプ・昼白色<br>Ra83<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4100EN DZ9","24600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形定格出力型1灯器具相当　Hf32形定格出力型・2500 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・2500 lmタイプ・昼白色<br>Ra83<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4200EN DZ9","26100","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（昼光色）　<br>色温度：6500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・3200 lmタイプ・ウィズリモ・昼光色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4300ED RC9","22300","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（電球色）　<br>色温度：3000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・3200 lmタイプ・ウィズリモ・電球色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4300EL RC9","22300","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>デジタル調光タイプ・一般タイプ・3200 lmタイプ・昼白色<br>Ra83<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4300EN DZ9","26600","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・3200 lmタイプ・ウィズリモ・昼白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4300EN RC9","22300","",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（温白色）　<br>色温度：3500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・3200 lmタイプ・ウィズリモ・温白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4300EV RC9","22300","受注品",
"40形　ライトバー　連続調光型調光タイプ（ウィズリモ用送信器別売）　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（白色）　<br>色温度：4000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>制御方式：赤外線通信（ウィズリモ）<br>一般タイプ・3200 lmタイプ・ウィズリモ・白色<br>Ra83<br>【専用コントローラ（別売）】ウィズリモ／高天井ひとセンサ付兼用送信器NQ55000J<br>注）ウィズリモ／高天井ひとセンサ付兼用送信器と組み合わせてご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）ウィズリモタイプは、器具全体が視認できる場所に水平に設置ください。ルーバ天井や斜天井、造作物の内部には設置できません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4300EW RC9","22300","受注品",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・3200 lmタイプ・昼白色<br>Ra83<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4300HN LA9","27300","",
"40形　ライトバー　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（昼白色）　<br>色温度：5000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・3200 lmタイプ・昼白色<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NEL4300HN LE9","24300","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（温白色）　<br>色温度：3500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・3200 lmタイプ・温白色<br>Ra83<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4300HV LA9","27300","受注品",
"40形　ライトバー　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（温白色）　<br>色温度：3500 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜出力固定型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・3200 lmタイプ・温白色<br>Ra83<br>注）調光はできません。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。","NEL4300HV LE9","24300","",
"40形　ライトバー　連続調光型調光タイプ（ライコン別売）　Hf蛍光灯32形高出力型1灯器具相当　Hf32形高出力型・3200 lm","LED（白色）　<br>色温度：4000 K　<br>光束維持時間40000時間（光束維持率85％）<br>安定器出力型：定格出力型　<br>安定器補足：＜約10～100％連続調光型＞　<br>電圧：100～242 V<br>【ライトバー（カバー）】ポリカーボネート（乳白）<br>省エネタイプ・3200 lmタイプ・白色<br>Ra83<br>セパレートセルコン（A、AN・NTタイプ）との組み合わせ可能<br>注）適合調光器（別売）をご使用ください。<br>注）ライトバーのみでは使用できません。必ずパナソニック製iDシリーズ専用の器具本体と組み合わせてご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NEL4300HW LA9","27300","受注品",
